geoid10,los_dist_score,los_acre_score,los_exp_score,los_total_score,la_dist_score,la_acre_score,la_exp_score,la_total_score,gw_score_loop_contiguous,los_gw_total_score,la_gw_total_score,totpop_2018,area,popdensity_sqmi,tothh_2018
"371830540131022","2","5","2","9","2","5","2","9","5","14","14",48,0.00681777595351234,7040.41909374737,"14"
"371830540134044","2","5","2","9","2","5","2","9","5","14","14",52,0.00569986461506478,9123.02370525848,"14"
"371830540171009","1","4","2","7","1","4","3","8","3","10","11",95,0.0139280921157117,6820.74753747747,"43"
"371830518002006","5","4","5","14","5","4","5","14","5","19","19",47,0.0132449906060688,3548.51138803109,"24"
"371830524011074","3","5","3","11","3","5","4","12","3","14","15",0,0.00960395601356618,0,"0"
"371830520021016","4","4","4","12","5","5","5","15","5","17","20",82,0.0191920367107502,4272.60541629063,"33"
"371830537162013","4","4","3","11","4","4","4","12","4","15","16",14,0.00374965134090232,3733.68047511079,"6"
"371830537112023","5","3","3","11","5","3","3","11","5","16","16",4,0.0057361801936052,697.328163515378,"1"
"371830526023002","4","3","4","11","4","3","4","11","3","14","14",52,0.0126653470129074,4105.69090187631,"24"
"371830517001021","5","4","5","14","5","5","5","15","4","18","19",3,0.000456629922169386,6569.871693356,"1"
"371830526032017","4","3","4","11","4","3","5","12","5","16","17",18,0.00423837361969229,4246.91205050177,"7"
"371830526032003","3","3","4","10","4","4","5","13","4","14","17",0,0.0128135917556788,0,"0"
"371830518002002","5","4","5","14","5","4","5","14","5","19","19",124,0.0246059092143332,5039.43987275093,"45"
"371830527073028","3","4","3","10","3","4","4","11","2","12","13",0,0.000617445622190486,0,"0"
"371830527073032","2","3","3","8","2","3","3","8","2","10","10",58,0.0225135856130662,2576.22224184221,"25"
"371830541061049","3","3","2","8","3","3","2","8","3","11","11",25,0.00464825211449504,5378.36575646153,"5"
"371830525071001","3","2","2","7","3","2","3","8","4","11","12",0,0.00255964054994678,0,"0"
"371830525071000","2","2","2","6","2","2","2","6","4","10","10",0,0.000370485723911107,0,"0"
"371830537071010","2","2","2","6","2","2","3","7","3","9","10",14,0.00541208924057733,2586.80139548227,"6"
"371830528033066","1","1","2","4","1","1","2","4","2","6","6",0,0.0151539528185703,0,"0"
"371830520024007","4","4","5","13","4","5","5","14","3","16","17",18,0.00225301877900438,7989.28094507683,"4"
"371830541043038","1","3","3","7","5","4","3","12","2","9","14",81,0.00627905057381376,12900.0394323632,"25"
"371830541062001","2","3","3","8","2","3","4","9","3","11","12",0,0.000736732663558335,0,"0"
"371830527051029","2","3","4","9","2","3","4","9","3","12","12",48,0.0537739923824101,892.624814959828,"16"
"371830528062033","2","2","2","6","4","3","3","10","5","11","15",26,0.00261089074595758,9958.28723980718,"9"
"371830541051022","3","2","2","7","3","2","2","7","4","11","11",40,0.0035113012483659,11391.788163609,"11"
"371830541051016","4","2","2","8","4","2","2","8","4","12","12",49,0.00475275819330932,10309.8028569978,"13"
"371830540171014","1","4","3","8","1","4","3","8","3","11","11",36,0.00796007889832058,4522.56823831172,"14"
"371830541042002","5","5","3","13","5","5","3","13","5","18","18",4,0.00401219839319429,996.959673476023,"1"
"371830540141036","2","2","1","5","3","4","2","9","4","9","13",35,0.00248778211552195,14068.7561750788,"13"
"371830540111007","1","3","3","7","1","3","3","7","3","10","10",86,0.0275642246934301,3119.98617615746,"31"
"371830519001010","4","4","5","13","5","4","5","14","3","16","17",47,0.015576279365537,3017.40864406868,"23"
"371830519003010","3","2","4","9","3","2","5","10","4","13","14",101,0.0179493638976407,5626.9403515339,"39"
"371830519003008","5","2","4","11","5","2","5","12","5","16","17",54,0.0123899884614099,4358.35756975798,"22"
"371830519002014","5","4","5","14","5","4","5","14","5","19","19",41,0.00851144427361999,4817.04381559234,"17"
"371830501001003","5","5","5","15","5","5","5","15","4","19","19",179,0.0111017097580737,16123.6425650402,"72"
"371830501001068","5","5","5","15","5","5","5","15","5","20","20",13,0.00509488706564776,2551.5776566771,"9"
"371830501001054","5","5","5","15","5","5","5","15","5","20","20",49,0.00516541350845774,9486.17180788497,"35"
"371830515012000","3","4","4","11","3","4","5","12","3","14","15",0,0.00133038905897072,0,"0"
"371830545002007","5","4","4","13","5","4","5","14","4","17","18",62,0.0131119218516271,4728.52116582027,"31"
"371830521014026","4","5","5","14","4","5","5","14","5","19","19",33,0.0086906486005521,3797.18494174343,"15"
"371830545002052","2","2","3","7","2","2","3","7","3","10","10",0,0.0065158499097449,0,"0"
"371830541063036","3","3","2","8","3","3","2","8","4","12","12",260,0.0383849491173827,6773.48820249597,"85"
"371830542091068","3","1","1","5","3","1","1","5","3","8","8",53,0.00539939061620586,9815.92253039158,"17"
"371830537112024","4","5","3","12","4","5","3","12","5","17","17",17,0.00675964170026398,2514.92619783917,"5"
"371830537261006","5","5","3","13","5","5","3","13","5","18","18",38,0.00483302216249124,7862.57515947587,"27"
"371830541102029","1","1","1","3","1","2","1","4","3","6","7",21,0.001679171010841,12506.1711192134,"5"
"371830542091048","2","1","1","4","2","1","1","4","3","7","7",0,0.00239081150431312,0,"0"
"371830541102020","1","1","1","3","1","2","1","4","3","6","7",143,0.0174133112201317,8212.10843774942,"55"
"371830540123003","2","3","3","8","2","3","3","8","2","10","10",90,0.0726460864989338,1238.88297824992,"41"
"371830523022012","2","5","3","10","3","5","3","11","3","13","14",52,0.0036458899854719,14262.6355175853,"13"
"371830537251026","3","5","2","10","3","5","2","10","4","14","14",87,0.00639142915152897,13611.9790953464,"46"
"371830523021046","3","5","4","12","3","5","4","12","4","16","16",0,0.0214584651215877,0,"0"
"371830523011020","4","5","3","12","4","5","3","12","4","16","16",8,0.00118173850603371,6769.68716780715,"5"
"371830537241000","2","5","1","8","2","5","1","8","2","10","10",178,0.0291040178823721,6115.99404313905,"59"
"371830537113021","5","5","3","13","5","5","3","13","4","17","17",0,0.000739731386164848,0,"0"
"371830524011044","1","5","2","8","1","5","3","9","5","13","14",21,0.00193707476573696,10841.0890335513,"11"
"371830525031009","2","5","2","9","2","5","2","9","3","12","12",0,0.000657646980442151,0,"0"
"371830540171055","3","5","3","11","3","5","3","11","2","13","13",0,0.000117366211972498,0,"0"
"371830540134001","1","5","2","8","1","5","2","8","5","13","13",46,0.00668228990042014,6883.8677587316,"27"
"371830507003023","5","5","5","15","5","5","5","15","4","19","19",0,0.00683904445659407,0,"0"
"371830545001049","4","4","4","12","4","4","5","13","4","16","17",0,0.00779986976320034,0,"0"
"371830521014019","4","5","5","14","4","5","5","14","5","19","19",30,0.00702182948824619,4272.3908420472,"16"
"371830528033073","2","2","4","8","2","3","4","9","3","11","12",70,0.00720744315629181,9712.18204321081,"21"
"371830541062052","4","2","2","8","4","3","2","9","5","13","14",9,0.00706849386622396,1273.25568506263,"6"
"371830541063028","3","3","2","8","3","3","3","9","3","11","12",0,0.00655880773903859,0,"0"
"371830541102043","3","2","1","6","3","3","2","8","4","10","12",0,0.000672959963344942,0,"0"
"371830527073025","3","3","3","9","3","3","4","10","2","11","12",69,0.00534384987426158,12912.0393767676,"18"
"371830541053012","4","2","1","7","4","2","2","8","5","12","13",233,0.0317176395392465,7346.06999085453,"135"
"371830542071040","2","4","1","7","2","4","1","7","2","9","9",74,0.0261202934296643,2833.04627489214,"21"
"371830542071097","2","4","1","7","2","5","1","8","3","10","11",17,0.00277935525822598,6116.52646767108,"6"
"371830537262014","2","5","2","9","2","5","2","9","4","13","13",2,0.00529732496013554,377.54904882196,"1"
"371830537191008","1","1","1","3","4","1","1","6","1","4","7",63,0.135611887121524,464.561045032466,"27"
"371830523023008","2","5","3","10","2","5","3","10","3","13","13",0,0.000256304287611261,0,"0"
"371830537111023","2","5","2","9","2","5","2","9","2","11","11",152,0.0457778291471464,3320.3846235569,"70"
"371830524011036","1","5","2","8","1","5","2","8","3","11","11",20,0.0709243314649959,281.990673537343,"11"
"371830524011069","2","5","3","10","3","5","4","12","3","13","15",28,0.00812404554032261,3446.55872016297,"17"
"371830525033011","2","5","3","10","2","5","3","10","5","15","15",0,0.00320777561642561,0,"0"
"371830527013008","1","1","2","4","1","1","3","5","2","6","7",0,0.00355291258269073,0,"0"
"371830525052008","3","3","3","9","3","3","4","10","4","13","14",18,0.00275490835578264,6533.79266218327,"10"
"371830525052005","1","3","3","7","1","3","3","7","3","10","10",0,0.000248219078381015,0,"0"
"371830537143005","2","2","3","7","2","2","3","7","3","10","10",0,0.00271097378011539,0,"0"
"371830537232002","3","1","3","7","3","1","3","7","3","10","10",18,0.00307707044840308,5849.71982339291,"11"
"371830525042002","5","5","4","14","5","5","5","15","5","19","20",64,0.00733634403823238,8723.69121001858,"43"
"371830525033021","2","5","2","9","2","5","3","10","4","13","14",1,0.00430509391764797,232.282969693339,"1"
"371830525031004","1","5","2","8","1","5","2","8","3","11","11",20,0.00296943914704972,6735.27861982656,"16"
"371830525041006","2","5","3","10","2","5","4","11","4","14","15",20,0.0362750910483494,551.342516917267,"6"
"371830524011089","1","5","3","9","1","5","3","9","5","14","14",0,0.00615906582687197,0,"0"
"371830525033030","3","5","3","11","3","5","4","12","4","15","16",0,0.010362183509391,0,"0"
"371830523013014","3","5","3","11","3","5","4","12","4","15","16",27,0.000913034210713458,29571.7287295312,"10"
"371830523013017","2","5","3","10","2","5","3","10","3","13","13",0,0.00707346407991099,0,"0"
"371830542071035","1","4","1","6","1","4","1","6","2","8","8",41,0.00758883337172526,5402.67495564723,"11"
"371830538082023","2","2","3","7","3","2","3","8","4","11","12",67,0.0379029198672563,1767.67384240179,"23"
"371830535211013","1","5","1","7","1","5","1","7","2","9","9",0,0.00777126071273899,0,"0"
"371830537142031","3","3","3","9","3","3","3","9","4","13","13",91,0.00637144117385813,14282.4829605853,"54"
"371830525051018","4","3","4","11","4","3","4","11","5","16","16",0,0.000104921968513962,0,"0"
"371830524072001","3","5","4","12","4","5","4","13","3","15","16",65,0.0117119018464905,5549.90989951624,"26"
"371830537121001","2","1","2","5","2","1","2","5","3","8","8",84,0.0351015965535665,2393.05354307211,"34"
"371830525043037","4","5","3","12","4","5","4","13","3","15","16",15,0.00115511243214024,12985.7489042927,"7"
"371830524011092","1","5","3","9","1","5","4","10","5","14","15",0,0.0112590768823742,0,"0"
"371830512002002","5","5","5","15","5","5","5","15","3","18","18",0,0.00596394160633257,0,"0"
"371830508003004","5","5","5","15","5","5","5","15","4","19","19",88,0.0069379340769958,12683.8910579711,"26"
"371830516005004","3","4","5","12","5","4","5","14","3","15","17",51,0.0104555445544154,4877.79471787174,"21"
"371830516005014","4","4","5","13","5","5","5","15","3","16","18",0,0.000520809113386034,0,"0"
"371830541062041","3","2","2","7","3","2","2","7","4","11","11",87,0.0558695261535713,1557.19953236866,"35"
"371830541062006","3","2","2","7","3","3","3","9","3","10","12",0,0.000263594216091925,0,"0"
"371830530081037","2","4","2","8","2","4","2","8","3","11","11",8,0.005449268059554,1468.0870738179,"4"
"371830530082001","2","3","2","7","2","3","2","7","2","9","9",10,0.00749407272927979,1334.3879037802,"2"
"371830523022016","4","5","4","13","5","5","4","14","3","16","17",72,0.0108208737625334,6653.80648365899,"31"
"371830536102069","4","5","1","10","4","5","2","11","1","11","12",0,0.00607449444890721,0,"0"
"371830523023004","3","5","3","11","4","5","3","12","3","14","15",57,0.00656351721912191,8684.36816680213,"19"
"371830523023021","2","3","2","7","2","3","2","7","2","9","9",186,0.00311186915277351,59771.1506713655,"54"
"371830530091004","1","2","3","6","1","2","3","6","2","8","8",0,0.00633864256889143,0,"0"
"371830523013020","2","5","3","10","2","5","3","10","3","13","13",0,0.00602995669959059,0,"0"
"371830530082006","2","5","3","10","2","5","3","10","3","13","13",307,0.0727467503372685,4220.11977960097,"147"
"371830537092010","1","5","2","8","1","5","2","8","3","11","11",41,0.00377668471708128,10856.0822709304,"30"
"371830537141004","3","2","3","8","3","2","3","8","4","12","12",65,0.0141745440989179,4585.6854052161,"28"
"371830537241007","4","5","2","11","4","5","2","11","2","13","13",0,0.00262978421919696,0,"0"
"371830537093003","3","5","2","10","3","5","2","10","2","12","12",0,0.0413958952160795,0,"0"
"371830537262016","3","5","3","11","3","5","3","11","4","15","15",28,0.00585296492909678,4783.90018378615,"24"
"371830537241043","3","5","2","10","3","5","2","10","2","12","12",48,0.00244656410569855,19619.3510270989,"22"
"371830527051008","5","3","4","12","5","3","4","12","2","14","14",83,0.0206696627389605,4015.54689344556,"35"
"371830537113009","4","5","2","11","4","5","2","11","4","15","15",19,0.00236573628342703,8031.32628649394,"11"
"371830537252048","1","5","2","8","1","5","2","8","3","11","11",53,0.00168976333420822,31365.3391140922,"30"
"371830527013005","4","3","4","11","4","4","5","13","3","14","16",330,0.0161260799032847,20463.7458067402,"172"
"371830540081012","4","4","3","11","4","4","3","11","2","13","13",5,0.00208999192016964,2392.35374632174,"2"
"371830540081014","5","4","3","12","5","4","3","12","2","14","14",28,0.00345190010196272,8111.4746003453,"11"
"371830540141057","2","2","1","5","3","4","2","9","4","9","13",28,0.00192428420454364,14550.8651652839,"13"
"371830521014021","4","5","5","14","4","5","5","14","5","19","19",19,0.0109012503899506,1742.91932763192,"11"
"371830504002005","5","5","5","15","5","5","5","15","3","18","18",6,0.0133894050844029,448.115503428103,"4"
"371830511012004","4","4","5","13","4","5","5","14","5","18","19",77,0.0299833506112096,2568.09190535273,"28"
"371830509002009","5","5","5","15","5","5","5","15","5","20","20",0,0.035310431339767,0,"0"
"371830524041030","5","5","4","14","5","5","4","14","5","19","19",0,0.000257113450218194,0,"0"
"371830505002006","4","4","5","13","4","5","5","14","3","16","17",0,0.00958847319121691,0,"0"
"371830541054007","5","5","3","13","5","5","4","14","2","15","16",53,0.00910997952797749,5817.79573019157,"32"
"371830541051008","4","2","2","8","4","2","2","8","4","12","12",19,0.00663278291961295,2864.55930041334,"8"
"371830509002019","5","5","5","15","5","5","5","15","5","20","20",49,0.0026189597013268,18709.7189678696,"13"
"371830540141061","3","3","1","7","3","4","2","9","4","11","13",0,0.000628827912498823,0,"0"
"371830540141058","3","4","2","9","3","5","2","10","4","13","14",13,0.00488112224379952,2663.32194742999,"8"
"371830516002019","5","4","4","13","5","4","5","14","3","16","17",15,0.00616751509904055,2432.09781559083,"7"
"371830516002017","5","4","4","13","5","4","5","14","3","16","17",40,0.0121811452347342,3283.7634909681,"16"
"371830505003009","3","4","5","12","4","4","5","13","3","15","16",0,0.0188416339122835,0,"0"
"371830501001008","4","5","5","14","5","5","5","15","3","17","18",3,0.00822102410816714,364.918039471465,"0"
"371830518003002","5","4","5","14","5","4","5","14","5","19","19",159,0.0411716974540486,3861.87623615613,"52"
"371830540011007","4","3","4","11","4","3","4","11","4","15","15",75,0.0173253630655029,4328.91361159033,"42"
"371830506002005","5","4","5","14","5","5","5","15","3","17","18",19,0.00448230908099856,4238.88662219769,"10"
"371830537262017","3","5","2","10","3","5","2","10","4","14","14",128,0.0176919792375487,7234.91692372881,"81"
"371830537132013","3","2","3","8","3","2","3","8","4","12","12",150,0.00515168272419239,29116.6999271127,"66"
"371830525043027","3","5","3","11","3","5","4","12","3","14","15",41,0.00156599505749545,26181.4363996606,"31"
"371830525033018","3","5","3","11","3","5","3","11","4","15","15",57,0.00920204389009172,6194.2760413667,"50"
"371830540132010","1","4","1","6","1","5","2","8","5","11","13",0,0.000616141939528139,0,"0"
"371830540181006","4","4","4","12","4","4","4","12","2","14","14",4,0.00425970806185282,939.03148805464,"2"
"371830514004013","5","5","5","15","5","5","5","15","5","20","20",18,0.0101433427111615,1774.56293379432,"17"
"371830514005014","5","5","5","15","5","5","5","15","3","18","18",56,0.0142870116589411,3919.64403311411,"26"
"371830520011013","3","2","3","8","5","3","5","13","3","11","16",63,0.00194706227577971,32356.438098402,"39"
"371830520023004","4","3","4","11","5","4","5","14","5","16","19",15,0.00350315600087613,4281.8532763738,"5"
"371830519003009","3","2","4","9","3","2","5","10","4","13","14",51,0.0113476503913634,4494.32245804961,"20"
"371830524061002","3","5","3","11","3","5","4","12","3","14","15",42,0.00867330131054127,4842.44677963101,"13"
"371830524072021","3","5","3","11","3","5","3","11","3","14","14",0,0.0052763188918319,0,"0"
"371830528033053","2","1","2","5","2","2","3","7","3","8","10",0,0.00156357741918887,0,"0"
"371830528033013","2","2","3","7","3","3","4","10","3","10","13",31,0.0161379007403974,1920.94377693121,"11"
"371830523013031","2","5","3","10","2","5","3","10","3","13","13",7,0.0114853943848054,609.469711310969,"3"
"371830530081047","2","4","2","8","2","4","2","8","3","11","11",33,0.00889749143846167,3708.9105652127,"13"
"371830523011017","4","5","3","12","4","5","3","12","4","16","16",35,0.0024639026079985,14205.1069252414,"23"
"371830536101047","1","5","1","7","1","5","1","7","1","8","8",0,0.000625052560927853,0,"0"
"371830536101068","4","1","1","6","4","1","1","6","1","7","7",29,0.00190039297678539,15260.001670315,"16"
"371830540011006","4","3","4","11","4","3","4","11","3","14","14",26,0.00875322976957834,2970.3321727441,"14"
"371830537093004","3","5","2","10","3","5","2","10","2","12","12",30,0.00458589857526787,6541.79317479729,"20"
"371830518003001","5","4","5","14","5","4","5","14","5","19","19",37,0.0527070365651792,701.993555533039,"14"
"371830541042017","3","2","2","7","3","2","2","7","3","10","10",62,0.00986217911404639,6286.64307178272,"15"
"371830541051014","4","3","2","9","4","3","2","9","4","13","13",41,0.00372766140260967,10998.8530533639,"10"
"371830537222002","2","2","3","7","2","2","3","7","3","10","10",76,0.0264490387711085,2873.45036081305,"29"
"371830525051009","3","3","3","9","3","3","3","9","4","13","13",37,0.0124616784196387,2969.10245586909,"14"
"371830540013005","4","3","4","11","4","3","4","11","3","14","14",0,0.00953632096419741,0,"0"
"371830537092020","2","5","2","9","2","5","2","9","3","12","12",79,0.0054331891091304,14540.2632621864,"47"
"371830501001045","5","5","5","15","5","5","5","15","5","20","20",52,0.00461030892940794,11279.070621126,"23"
"371830537093054","1","5","2","8","1","5","2","8","3","11","11",305,0.028244474063921,10798.5724680072,"136"
"371830524062026","2","4","3","9","3","4","4","11","3","12","14",0,0.000224503638560219,0,"0"
"371830540171025","3","3","3","9","3","3","3","9","2","11","11",0,0.00382686496128471,0,"0"
"371830540134000","3","5","2","10","3","5","2","10","3","13","13",1717,1.26385020073586,1358.54708018427,"732"
"371830541041003","2","3","1","6","2","4","2","8","5","11","13",0,0.00189223766323488,0,"0"
"371830527012008","2","3","4","9","2","3","4","9","2","11","11",6,0.000378439770257507,15854.5704536216,"3"
"371830540133006","1","4","1","6","1","4","1","6","5","11","11",4,0.000400147652305767,9996.31005442824,"2"
"371830540143003","1","2","1","4","1","3","2","6","2","6","8",0,0.00219529594193317,0,"0"
"371830501001053","5","5","5","15","5","5","5","15","5","20","20",42,0.00820181090124998,5120.8203292762,"33"
"371830515022001","4","3","4","11","4","3","5","12","4","15","16",166,0.0527435064557348,3147.30686590426,"67"
"371830515022017","5","5","4","14","5","5","5","15","4","18","19",37,0.0114643856816203,3227.3861877587,"11"
"371830514004008","5","5","5","15","5","5","5","15","5","20","20",0,0.00703478348579816,0,"0"
"371830514003014","5","5","5","15","5","5","5","15","5","20","20",0,0.00192290334606503,0,"0"
"371830501001095","5","5","5","15","5","5","5","15","5","20","20",4,0.00107788490891452,3710.97133554658,"2"
"371830535211074","1","5","2","8","1","5","2","8","3","11","11",0,0.00439430992954387,0,"0"
"371830505002017","4","4","5","13","5","4","5","14","3","16","17",57,0.0122273066918712,4661.69708803443,"32"
"371830516002001","3","4","4","11","4","4","5","13","3","14","16",0,0.000230030088170294,0,"0"
"371830525061002","5","3","3","11","5","3","3","11","5","16","16",11,0.007608473729085,1445.75645414272,"5"
"371830510001012","5","5","5","15","5","5","5","15","5","20","20",135,0.0104624189083201,12903.3258162358,"100"
"371830524062005","1","5","2","8","3","5","3","11","3","11","14",0,0.00644164063381532,0,"0"
"371830524063014","1","2","2","5","3","2","2","7","2","7","9",76,0.00258572937691621,29392.0936500475,"36"
"371830541111012","1","1","1","3","5","2","2","9","1","4","10",0,0.0777969213516214,0,"0"
"371830530031005","1","3","2","6","3","4","2","9","3","9","12",0,0.00024547958603733,0,"0"
"371830505003023","4","4","5","13","5","5","5","15","3","16","18",0,0.00114758171952316,0,"0"
"371830537151005","5","5","4","14","5","5","4","14","5","19","19",74,0.021299197056742,3474.30937433278,"31"
"371830537072012","4","4","4","12","4","4","4","12","4","16","16",1,0.000458665569526795,2180.23777331204,"1"
"371830537163005","5","4","4","13","5","4","4","13","5","18","18",42,0.0119882950518211,3503.41727647253,"20"
"371830540012003","4","3","4","11","4","3","4","11","3","14","14",52,0.0122792242838877,4234.79519534733,"38"
"371830521021004","3","3","3","9","3","3","4","10","4","13","14",161,0.00199886093339663,80545.8735573042,"45"
"371830512003031","5","5","5","15","5","5","5","15","4","19","19",32,0.00665771167695283,4806.45626496191,"16"
"371830506003024","5","5","5","15","5","5","5","15","5","20","20",107,0.00732942320607805,14598.6931019713,"51"
"371830507001010","5","5","5","15","5","5","5","15","5","20","20",146,0.0171716973655376,8502.36274796061,"108"
"371830509002013","5","5","5","15","5","5","5","15","5","20","20",25,0.00679772236537808,3677.70242093574,"6"
"371830528072039","1","1","2","4","1","2","2","5","3","7","8",0,0.00209257352224478,0,"0"
"371830528061007","2","1","1","4","2","1","1","4","3","7","7",5,0.0113328069669822,441.196961579542,"1"
"371830542091075","3","2","1","6","3","3","2","8","4","10","12",77,0.0222367520300246,3462.7359200675,"30"
"371830536101008","1","5","1","7","1","5","1","7","1","8","8",162,0.0526103040147767,3079.24470374661,"93"
"371830537142002","2","3","3","8","2","3","3","8","4","12","12",53,0.0102391557169433,5176.20802585296,"15"
"371830537071012","3","2","3","8","3","2","3","8","3","11","11",15,0.00347360228138879,4318.28366775566,"9"
"371830540071014","2","1","2","5","3","1","3","7","5","10","12",18,0.00329398778266606,5464.50114196577,"8"
"371830540161001","3","5","3","11","3","5","3","11","4","15","15",12,0.00206865346722184,5800.87491217934,"8"
"371830512003006","5","5","5","15","5","5","5","15","4","19","19",53,0.00446275866763794,11876.0623074543,"31"
"371830516002000","3","4","4","11","3","4","5","12","3","14","15",0,0.00050641815966666,0,"0"
"371830506003012","5","4","5","14","5","5","5","15","4","18","19",50,0.00731234111542611,6837.7554070228,"19"
"371830507001014","5","5","5","15","5","5","5","15","5","20","20",18,0.0028088866992921,6408.23284347368,"11"
"371830506002037","5","4","5","14","5","5","5","15","4","18","19",0,0.00391803810858993,0,"0"
"371830508002004","5","5","5","15","5","5","5","15","5","20","20",44,0.00618257345436967,7116.77755626212,"18"
"371830517001013","5","4","5","14","5","4","5","14","4","18","18",54,0.00905891258816428,5960.98035768139,"19"
"371830537171003","2","5","1","8","2","5","2","9","2","10","11",5,0.0895279042912691,55.8485093511522,"2"
"371830537241041","3","5","2","10","3","5","2","10","2","12","12",84,0.0056621525563814,14835.3473636682,"40"
"371830537111005","5","5","2","12","5","5","2","12","2","14","14",24,0.00409220743778823,5864.80533180683,"5"
"371830537241070","2","5","1","8","2","5","1","8","2","10","10",107,0.00866036436719957,12355.1383594498,"36"
"371830537252033","1","5","2","8","1","5","2","8","3","11","11",0,0.000463758461351776,0,"0"
"371830540162011","3","5","3","11","3","5","3","11","2","13","13",0,0.0037114132746888,0,"0"
"371830540161004","3","5","3","11","3","5","3","11","4","15","15",14,0.00179173709334307,7813.64635024576,"7"
"371830541041027","3","3","2","8","3","4","3","10","3","11","13",0,0.00144929528645784,0,"0"
"371830540041007","5","5","4","14","5","5","4","14","2","16","16",26,0.00605903031417755,4291.11568218474,"17"
"371830503001012","5","5","5","15","5","5","5","15","3","18","18",4,0.00061428455430796,6511.64020314058,"2"
"371830524041009","4","5","4","13","4","5","4","13","4","17","17",78,0.0189555164237059,4114.89712316424,"27"
"371830524041024","4","5","4","13","4","5","4","13","4","17","17",10,0.00365596960233026,2735.25250145027,"4"
"371830537093057","1","5","1","7","1","5","1","7","2","9","9",8,0.00486644996048188,1643.90881750849,"4"
"371830509003006","5","5","5","15","5","5","5","15","5","20","20",59,0.00712313257699388,8282.8726493954,"20"
"371830524071002","3","5","4","12","3","5","4","12","3","15","15",0,0.0397647171034314,0,"0"
"371830545002049","2","2","3","7","2","2","3","7","3","10","10",0,0.0452992804711775,0,"0"
"371830519001018","3","3","4","10","4","4","5","13","3","13","16",24,0.00376054015116846,6382.06189409859,"11"
"371830520024006","4","4","5","13","4","5","5","14","3","16","17",38,0.00639106947659369,5945.79673076144,"14"
"371830526012016","2","3","4","9","2","3","4","9","3","12","12",0,0.00540968068968882,0,"0"
"371830516001008","3","4","5","12","5","4","5","14","4","16","18",0,0.000764536126213013,0,"0"
"371830528072000","2","2","2","6","3","3","3","9","4","10","13",0,0.000234985381517302,0,"0"
"371830521022001","4","4","4","12","4","4","5","13","3","15","16",49,0.00907680668808217,5398.37430539718,"16"
"371830528033072","1","1","2","4","1","1","2","4","2","6","6",0,0.00891306399768047,0,"0"
"371830528062048","3","2","3","8","3","2","3","8","3","11","11",18,0.0027431529394651,6561.79235982006,"7"
"371830528062016","3","2","3","8","3","2","3","8","3","11","11",59,0.00683056062402299,8637.65117499987,"17"
"371830537071013","4","2","3","9","4","2","3","9","4","13","13",0,0.00499026023966133,0,"0"
"371830501001051","5","5","5","15","5","5","5","15","5","20","20",0,0.0135158550270068,0,"0"
"371830537112011","4","5","2","11","4","5","2","11","3","14","14",3,0.00921169031927335,325.673127951684,"2"
"371830540143037","2","2","2","6","2","3","2","7","3","9","10",22,0.00270256951368824,8140.40115844283,"7"
"371830541041012","1","3","1","5","2","4","2","8","5","10","13",41,0.00961778632557345,4262.93521316668,"15"
"371830527011021","4","3","4","11","4","4","5","13","3","14","16",52,0.0027034682052281,19234.5520836678,"31"
"371830540043012","2","3","3","8","2","3","4","9","2","10","11",41,0.0032174543310435,12742.9936159196,"27"
"371830540171036","2","4","3","9","2","4","3","9","2","11","11",40,0.0023234667046037,17215.6544876431,"18"
"371830540143020","2","2","1","5","2","3","2","7","3","8","10",136,0.0453766994060047,2997.13292902046,"50"
"371830540081001","3","3","2","8","3","4","3","10","3","11","13",1,0.0215095030156543,46.4910788162895,"1"
"371830514003001","5","5","4","14","5","5","5","15","5","19","20",52,0.0121463959266903,4281.10530183987,"20"
"371830514003015","5","5","5","15","5","5","5","15","5","20","20",68,0.0115736444801537,5875.4180773917,"35"
"371830515022016","5","5","4","14","5","5","5","15","4","18","19",24,0.0107705966181956,2228.28881730238,"11"
"371830518003019","4","4","5","13","5","4","5","14","4","17","18",72,0.0153954583137312,4676.70390401974,"38"
"371830501001110","5","5","5","15","5","5","5","15","5","20","20",197,0.0153791310673587,12809.5663621803,"176"
"371830537091011","1","5","2","8","1","5","2","8","3","11","11",0,3.00237057647316e-05,0,"0"
"371830541043044","3","4","3","10","3","4","3","10","3","13","13",88,0.00584939892198393,15044.2808181995,"27"
"371830541063016","3","2","2","7","3","3","2","8","3","10","11",64,0.0026168475484909,24456.9080980311,"45"
"371830541063002","3","3","2","8","3","3","2","8","3","11","11",81,0.00406118499323761,19944.9175880625,"47"
"371830528062034","2","2","2","6","5","3","3","11","5","11","16",20,0.00203741534960884,9816.35875269115,"7"
"371830541051010","3","2","2","7","3","2","2","7","4","11","11",40,0.00552391512685648,7241.24087380085,"13"
"371839801001006","2","5","1","8","2","5","1","8","1","9","9",0,0.000540987014149798,0,"0"
"371830537121014","4","3","3","10","4","3","3","10","5","15","15",3,0.00272493236658156,1100.94475620454,"1"
"371830527063007","2","3","3","8","2","3","4","9","3","11","12",13,0.00418703736722907,3104.82063087086,"4"
"371830536101003","1","5","1","7","1","5","1","7","1","8","8",0,0.00548604938296172,0,"0"
"371830540131027","2","5","2","9","2","5","2","9","4","13","13",80,0.0181334567717976,4411.73467402098,"25"
"371830527011005","5","3","4","12","5","3","4","12","2","14","14",21,0.00651649391212137,3222.59182363967,"10"
